,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country,author_id,citation,google_scholar_link
77,Jiahao Zhao,Generative adversarial training with perturbed token detection for model robustness,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Institute of automation,54.1720834,12.0790983,,Rostock,Mecklenburg-Vorpommern,Germany,WYbijGsAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=WYbijGsAAAAJ&hl=en
78,Qingshan Xu,On path to multimodal generalist: General-level and general-bench,Muirbench: A comprehensive benchmark for robust multi-image understanding,Nanyang Technological University,1.3484104,103.6829332,,Singapore,,Singapore,k96kDhsAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=k96kDhsAAAAJ&hl=en
79,Wenxiang Chen,The rise and potential of large language model based agents: A survey,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,IhrlxrYAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=IhrlxrYAAAAJ&hl=en
80,Jiuhai Chen,Odin: Disentangled reward mitigates hacking in rlhf,Secrets of rlhf in large language models part i: Ppo,University of Maryland,48.0989816,11.5823489,,Munich,Bavaria,Germany,eJP77eoAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=eJP77eoAAAAJ&hl=en
81,Sirui Zhao,Mme-survey: A comprehensive survey on evaluation of multimodal llms,Muirbench: A comprehensive benchmark for robust multi-image understanding,University of Science,42.0279608,-93.6447375,Story County,Ames,Iowa,United States,bEZurKQAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=bEZurKQAAAAJ&hl=en
82,Wenpeng Yin,Enhancing llm capabilities beyond scaling up,Two heads are better than one: Nested poe for robust defense against multi-backdoors,Penn State University,40.8025835,-77.8559383,Centre County,Ferguson Township,Pennsylvania,United States,mRg16LkAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=mRg16LkAAAAJ&hl=en
83,Zhiyi Ma,Dynaboard: An evaluation-as-a-service platform for holistic next-generation benchmarking,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Facebook AI,22.2871479,114.2118691,,Hong Kong Island,Hong Kong,China,EJsZ5jsAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=EJsZ5jsAAAAJ&hl=en
84,Didi Zhu,Be confident: Uncovering overfitting in mllm multi-task tuning,Unraveling cross-modality knowledge conflicts in large vision-language models,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China,gthqIqIAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=gthqIqIAAAAJ&hl=en
85,Daichi Guo,Demonsf: A multi-task demonstration-based generative framework for noisy slot filling task,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Beijing University of Posts,39.9602269,116.3519331,,Haidian District,Beijing,China,aEf1Rv0AAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=aEf1Rv0AAAAJ&hl=en
86,Lin Yan,What's Behind PPO's Collapse in Long-CoT? Value Optimization Holds the Secret,Secrets of rlhf in large language models part i: Ppo,"Researcher, ByteDance Seed",31.213944,121.4653415,,Shanghai,,China,KNjzx6oAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=KNjzx6oAAAAJ&hl=en
87,Wei-Chieh Huang,A Call for Collaborative Intelligence: Why Human-Agent Systems Should Precede AI Autonomy,Llms assist nlp researchers: Critique paper (meta-) reviewing,University of Illinois Chicago,41.8689223,-87.6485848,Cook County,Chicago,Illinois,United States,OQY7yd8AAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=OQY7yd8AAAAJ&hl=en
88,Jiang Bian,Evaluating llm-based agents for multi-turn conversations: A survey,Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,Microsoft Research,52.1949515,0.1350108,Cambridgeshire,Cambridge,England,United Kingdom,pZBEnY8AAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=pZBEnY8AAAAJ&hl=en
89,Zhengzhong Tu,DecAlign: Hierarchical Cross-Modal Alignment for Decoupled Multimodal Representation Learning,Unraveling cross-modality knowledge conflicts in large vision-language models,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States,9ajdZaEAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=9ajdZaEAAAAJ&hl=en
90,"Shaina Raza , PhD",Nbias: A natural language processing framework for BIAS identification in text,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,"Vector Institute of Artificial Intelligence, University of Toronto",-34.9204601,138.6087588,Adelaide City Council,Adelaide,South Australia,Australia,chcz7RMAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=chcz7RMAAAAJ&hl=en
91,Yanmin Wu（吴艳敏）,Mmsearch: Benchmarking the potential of large models as multi-modal search engines,Muirbench: A comprehensive benchmark for robust multi-image understanding,"PhD Candidate, Peking University",53.3809443,-1.4799426,,Sheffield,England,United Kingdom,11sQNWwAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=11sQNWwAAAAJ&hl=en
92,Bo Wang,Scaling of search and learning: A roadmap to reproduce o1 from reinforcement learning perspective,Secrets of rlhf in large language models part i: Ppo,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,Q8xj86EAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=Q8xj86EAAAAJ&hl=en
93,Jiayi Zhang,"Advances and challenges in foundation agents: From brain-inspired intelligence to evolutionary, collaborative, and safe systems",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Hong Kong University of Science,22.3358031,114.2659088,,Sai Kung District,Hong Kong,China,VATBrqgAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=VATBrqgAAAAJ&hl=en
94,Yang Deng,Trade-offs in large reasoning models: An empirical analysis of deliberative and adaptive reasoning over foundational capabilities,Metascale: Test-time scaling with evolving meta-thoughts,Singapore Management University,1.296168,103.8500437,,Singapore,,Singapore,OshWT3UAAAAJ,"arXiv preprint arXiv:2503.13447, 2025",https://scholar.google.com/citations?user=OshWT3UAAAAJ&hl=en
95,Tinghui Zhu,Unraveling cross-modality knowledge conflicts in large vision-language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,"University of California, Davis",38.5337904,-121.7907544,Solano County,,California,United States,cdvIv80AAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=cdvIv80AAAAJ&hl=en
96,Zhiheng Xi,ORTicket: Let One Robust BERT Ticket Transfer across Different Tasks,Detecting adversarial samples through sharpness of loss landscape,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,zSVLkqAAAAAJ,"Findings of the Association for Computational Linguistics: ACL 2023, 11282-11298, 2023",https://scholar.google.com/citations?user=zSVLkqAAAAAJ&hl=en
97,Katikapalli Subramanyam Kalyan,A survey of GPT-3 family large language models including ChatGPT and GPT-4,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,NLP Consultant,36.9920463,121.9298325,,Wendeng District,Shandong,China,-j99UlcAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=-j99UlcAAAAJ&hl=en
98,Jiayi Kuang,Refine knowledge of large language models via adaptive contrastive learning,Llms assist nlp researchers: Critique paper (meta-) reviewing,Sun Yat-sen University,23.0996033,113.2923509,,Haizhu District,Guangdong Province,China,Kv0J65cAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=Kv0J65cAAAAJ&hl=en
99,Wang Minghan,Can machines resonate with humans? evaluating the emotional and empathic comprehension of lms,Monotonic paraphrasing improves generalization of language model prompting,Monash University,-37.7839745,144.9586743,,Melbourne,Victoria,Australia,F6nm6awAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 9861–9877, 2024",https://scholar.google.com/citations?user=F6nm6awAAAAJ&hl=en
100,Hao Chen,Agentreview: Exploring peer review dynamics with llm agents,Llms assist nlp researchers: Critique paper (meta-) reviewing,Carnegie Mellon University,40.4441897,-79.9427192,Allegheny County,Pittsburgh,Pennsylvania,United States,tktqkhwAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=tktqkhwAAAAJ&hl=en
101,Zian Jia,Metascientist: A human-ai synergistic framework for automated mechanical metamaterial design,Llms assist nlp researchers: Critique paper (meta-) reviewing,"Princeton University, VT, SBU",30.5202172,114.4118463,,Hongshan District,Hubei,China,KK7DX-QAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=KK7DX-QAAAAJ&hl=en
102,Xingchen Wan,Astute rag: Overcoming imperfect retrieval augmentation and knowledge conflicts for large language models,Unraveling cross-modality knowledge conflicts in large vision-language models,Google,42.35092,-71.0783603,Suffolk County,Boston,Massachusetts,United States,6KkohssAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=6KkohssAAAAJ&hl=en
103,Yiwen Ding,The rise and potential of large language model based agents: A survey,Characterizing the impacts of instances on robustness,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,_HAn3qIAAAAJ,"Findings of the Association for Computational Linguistics: ACL 2023, 2314-2332, 2023",https://scholar.google.com/citations?user=_HAn3qIAAAAJ&hl=en
104,Dongzhi Jiang,Mmsearch: Benchmarking the potential of large models as multi-modal search engines,Muirbench: A comprehensive benchmark for robust multi-image understanding,"MMLab, CUHK",40.1733653,116.15722,,Changping District,Beijing,China,jIR4PAsAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=jIR4PAsAAAAJ&hl=en
105,Shuai Zhao,A survey of recent backdoor attacks and defenses in large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Postdoctoral,49.2682937,-123.2576935,Metro Vancouver Regional District,Electoral Area A,British Columbia,Canada,upbsFBAAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=upbsFBAAAAAJ&hl=en
106,Ping He,"Navigating the risks: A survey of security, privacy, and ethics threats in llm-based agents",Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,"Zhejiang University, University College London",52.1949515,0.1350108,Cambridgeshire,Cambridge,England,United Kingdom,yXfYUEEAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=yXfYUEEAAAAJ&hl=en
107,Yunxiang Zhang,MLRC-Bench: Can Language Agents Solve Machine Learning Research Challenges?,Llms assist nlp researchers: Critique paper (meta-) reviewing,University of Michigan,42.2942142,-83.7100389,Washtenaw County,Ann Arbor,Michigan,United States,pbvWlJwAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=pbvWlJwAAAAJ&hl=en
108,Baolei Zhang,BadActs: A universal backdoor defense in the activation space,From shortcuts to triggers: Backdoor defense with denoised poe,Nankai University,39.101985,117.1609501,,Nankai District,Tianjin,China,PA61W9QAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=PA61W9QAAAAJ&hl=en
109,Lidong Bing,Iam: A comprehensive and large-scale dataset for integrated argument mining tasks,Overview of argumentative text understanding for ai debater challenge,MiroMind,22.3044867,114.1796935,,Kowloon,Hong Kong,China,_oYzrzAAAAAJ,"Natural Language Processing and Chinese Computing: 10th CCF International …, 2021",https://scholar.google.com/citations?user=_oYzrzAAAAAJ&hl=en
110,Mingfei Gao,"Mm1. 5: Methods, analysis & insights from multimodal llm fine-tuning",Muirbench: A comprehensive benchmark for robust multi-image understanding,Apple Inc.,35.541505,139.6408943,,Yokohama,,Japan,kMe-G5AAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=kMe-G5AAAAAJ&hl=en
111,Bangzheng Li,Blink: Multimodal large language models can see but not perceive,Muirbench: A comprehensive benchmark for robust multi-image understanding,"University of California, Davis",38.5337904,-121.7907544,Solano County,,California,United States,UcegV-cAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=UcegV-cAAAAJ&hl=en
112,Fei Wang,Sudolm: Learning access control of parametric knowledge with authorization alignment,Familiarity-aware evidence compression for retrieval augmented generation,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,N1O2KT8AAAAJ,"arXiv preprint arXiv:2409.12468, 2024",https://scholar.google.com/citations?user=N1O2KT8AAAAJ&hl=en
113,tian hao,Mmiu: Multimodal multi-image understanding for evaluating large vision-language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,Baidu Research,36.2502135,6.1652163,Chelghoum Laid District,Aïn Mellouk,Mila,Algeria,GNfC6yYAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=GNfC6yYAAAAJ&hl=en
114,Deyi Xiong,Do Large Language Models Mirror Cognitive Language Processing?,Secrets of rlhf in large language models part i: Ppo,Tianjin University,39.1072533,117.1778978,,Heping District,Tianjin,China,QPLO3myO5PkC,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=QPLO3myO5PkC&hl=en
